# ref_schools — India schools seed (Build 2b, T1: chains + CISCE + curated).
# Sources: deedy/cbse_schools_data + deedy/cisce_schools_data (both CC-BY-SA-4.0). School
# names + districts are public CBSE/government FACTS (not copyrightable); re-expressed and
# normalized here, used as facts WITH attribution. Underlying authority: CBSE / CISCE.
# Tags: deedy rows source='deedy', curated international top-up source='seed'.
# Name format: '{Title name}, {District}, {State}' (CBSE chains) / '{name}, {State}' (CISCE,
# no district column) / '{name}, {City}, {State}' (curated). LENIENT field — never blocks signup.
name,aliases,source
"New Delhi Public School, Morena, Madhya Pradesh","{""DPS"",""Delhi Public School""}",deedy
"New Delhi Public School, Palwal, Haryana","{""DPS"",""Delhi Public School""}",deedy
"New Delhi Public School, Surguja, Chattisgarh","{""DPS"",""Delhi Public School""}",deedy
"New Delhi Public School, West Delhi, Delhi","{""DPS"",""Delhi Public School""}",deedy
"New Doon Blossoms School, Uttarakhand",{},deedy
"New Horizon Public School, Karnataka",{},deedy
"New Indus Valley Residential School, Karnataka",{},deedy
"New Life English Medium School, Odisha",{},deedy
"New Millennium School, Karnataka",{},deedy
"New Public College, Uttar Pradesh",{},deedy
"New Public English School, Karnataka",{},deedy
"New Public School, Uttar Pradesh",{},deedy
"New Shams School, Karnataka",{},deedy
"New Stewart School, Odisha",{},deedy
"New Vision School, Uttar Pradesh",{},deedy
"Newage World School, Karnataka",{},deedy
"Newman School, Arunachal Pradesh",{},deedy
"Nightingales English School, Karnataka",{},deedy
"Niraj Public School, Andhra Pradesh",{},deedy
"Nirja Sahay Dav Public School, Ranchi, Jharkhand","{""DAV""}",deedy
"Nirmal Hrudaya E. M. School, Kerala",{},deedy
"Nirmal Niketan School, Chattisgarh",{},deedy
"Nirmala Convent Inter College, Uttar Pradesh",{},deedy
"Nirmala Convent School, Madhya Pradesh",{},deedy
"Nirmala Convent School, Odisha",{},deedy
"Nirmala Convent School, West Bengal",{},deedy
"Nirmala English School, Odisha",{},deedy
"Nirmala Matha Convent School, Kerala",{},deedy
"Nirmala Matha Convent School, Tamilnadu",{},deedy
"Nirmala Public School, Kerala",{},deedy
"Nirmala School, Kerala",{},deedy
"Nopany High, West Bengal",{},deedy
"North Delhi Public School, North Delhi, Delhi","{""DPS"",""Delhi Public School""}",deedy
"North Point Children Academy, Uttarakhand",{},deedy
"North Point Children's School, Bihar",{},deedy
"North Point English Academy, West Bengal",{},deedy
"North Point School, Maharashtra",{},deedy
"Notre Dame Academy, Karnataka",{},deedy
"Notre Dame School, Karnataka",{},deedy
"Nps International Chennai, Tamilnadu",{},deedy
"Nurture International School, Uttar Pradesh",{},deedy
"Oakridge International School, Hyderabad, Telangana",{},seed
"Oberoi International School, Mumbai, Maharashtra",{},seed
"Omkar International School, Maharashtra",{},deedy
"Omkarananda Saraswati Nilayam, Uttarakhand",{},deedy
"Ongole Public School, Andhra Pradesh",{},deedy
"Orange Lake School, West Bengal",{},deedy
"Orchid International School, Maharashtra",{},deedy
"Orient Day School, West Bengal",{},deedy
"Oriental Primary and High School, Karnataka",{},deedy
"Orion School, Maharashtra",{},deedy
"Our Lady Of Mercy School, Kerala",{},deedy
"Our Lady Of The Snows High School, Himachal Pradesh",{},deedy
"Our Lady Queen Of The Missions School, West Bengal",{},deedy
"Outreach School, Karnataka",{},deedy
"Oxford High School, West Bengal",{},deedy
"Oxford International School, Maharashtra",{},deedy
"Oxford Public School, Karnataka",{},deedy
"P.D. Nigam Education Center, Uttar Pradesh",{},deedy
"P.P.Memorial Academy, West Bengal",{},deedy
"P.g. Garodia School (i.c.s.e.), Maharashtra",{},deedy
"Padma Binani Dav Public School, Sirohi, Rajasthan","{""DAV""}",deedy
"Padma Seshadri Bala Bhavan, Chennai, Tamil Nadu","{""PSBB""}",seed
"Pailan World School, West Bengal",{},deedy
"Pallikoodam, Kerala",{},deedy
"Parama Bhattara Kendriya Vidyalayam, Ernakulam, Kerala","{""KV"",""Kendriya Vidyalaya""}",deedy
"Paramjyoti Public School, Andhra Pradesh",{},deedy
"Paramount School, West Bengal",{},deedy
"Parivarthan Elite English Medium School, Karnataka",{},deedy
"Parivarthan Gurukul Heritage English Medium School, Karnataka",{},deedy
"Park Institution, West Bengal",{},deedy
"Parle Tilak Vidyalaya, Maharashtra",{},deedy
"Patel Public School, Karnataka",{},deedy
"Pathanamthitta Public School, Kerala",{},deedy
"Pathways Global School, Punjab",{},deedy
"Pathways School Gurgaon, Gurugram, Haryana",{},seed
"Pathways School Noida, Noida, Uttar Pradesh",{},seed
"Pathways World School, Gurugram, Haryana",{},seed
"Patkai Christian Academy, Manipur",{},deedy
"Patratu School Of Economics, Jharkhand",{},deedy
"Pawar Public School, Chandivali, Maharashtra",{},deedy
"Pawar Public School, Maharashtra",{},deedy
"Pearls Of God, West Bengal",{},deedy
"Phoenix Public Residential School, Karnataka",{},deedy
"Phoenix Public School, Kerala",{},deedy
"Pine Hall Academy, West Bengal",{},deedy
"Pine Hall School, Uttarakhand",{},deedy
"Pine Mount School, Meghalaya",{},deedy
"Pinewoods International High School, Maharashtra",{},deedy
"Play Way Academy, Uttar Pradesh",{},deedy
"Playway English School, Uttar Pradesh",{},deedy
"Podar International School, Karnataka",{},deedy
"Podar International School, Maharashtra",{},deedy
"Police Dav Public School, Ambala, Haryana","{""DAV""}",deedy
"Police Dav Public School, Ludhiana, Punjab","{""DAV""}",deedy
"Police Dav Public School, Patiala, Punjab","{""DAV""}",deedy
"Police Dav Public School, Punjab","{""DAV""}",deedy
"Pooja Public School, Uttar Pradesh",{},deedy
"Prabhat Academy, Uttar Pradesh",{},deedy
"Pragati Public School, Odisha",{},deedy
"Prajna Central School, Karnataka",{},deedy
"Prakash Vidyalaya, Chattisgarh",{},deedy
"Prakriya Green Wisdom School, Karnataka",{},deedy
"Pramila Memorial Institute, West Bengal",{},deedy
"Pranavananda Vidyamandir, West Bengal",{},deedy
"Pratham International School, Karnataka",{},deedy
"Pratima Palande School, Maharashtra",{},deedy
"Pratt Memorial School, West Bengal",{},deedy
"Prayag Academy, Uttar Pradesh",{},deedy
"Prem Seva Vidyalaya, Karnataka",{},deedy
"Presentation Convent School, Maharashtra",{},deedy
"Preshithamatha School, Kerala",{},deedy
"Presidency Central School, Kerala",{},deedy
"Presidency International School, Uttarakhand",{},deedy
"Presidency School, Karnataka",{},deedy
"Presidency School, Maharashtra",{},deedy
"Priceless Pearl Scholar's Academy, Maharashtra",{},deedy
"Prime Academy, Maharashtra",{},deedy
"Primrose School, Puducherry",{},deedy
"Primrose Schools, Tamilnadu",{},deedy
"Primus Public School, Karnataka",{},deedy
"Princess Esin Girls' School, Andhra Pradesh",{},deedy
"Pristine Vibe School, Punjab",{},deedy
"Progressive Education (ii) School, Madhya Pradesh",{},deedy
"Progressive Education Iv School, Madhya Pradesh",{},deedy
"Progressive English School, Sharjah",{},deedy
"Progressive International School, Maharashtra",{},deedy
"Providence School, Jharkhand",{},deedy
"Pt. D.P. Mishra Memorial Public School, Uttar Pradesh",{},deedy
"Public School, Odisha",{},deedy
"Punjab Children Academy, Punjab",{},deedy
"Punjab International Public School, Punjab",{},deedy
"Pupil Tree School, Karnataka",{},deedy
"Purushottam Bhagchandka Academic School, West Bengal",{},deedy
"Purwanchal Vidyamandir, West Bengal",{},deedy
"Queen Mary School, Maharashtra",{},deedy
"Queen Mary's School, Andhra Pradesh",{},deedy
"Queen Mary's School, Odisha",{},deedy
"Queen Of Angels' Convent Higher Secondary School, Gujarat",{},deedy
"R J Mantra English School, Tamilnadu",{},deedy
"R K G Dav Senior Secondary Public School, Ferozepur, Punjab","{""DAV""}",deedy
"R M M Dav Public School, Bhatinda, Punjab","{""DAV""}",deedy
"R R N Dav Public School, Rewari, Haryana","{""DAV""}",deedy
"R. J. International, Maharashtra",{},deedy
"R.B.K. School, Maharashtra",{},deedy
"R.K.P. Yash Public School, Uttar Pradesh",{},deedy
"R.N.S. Delhi Public School, Bhojpur, Bihar","{""DPS"",""Delhi Public School""}",deedy
"R.N.S. Vidyaniketan, Karnataka",{},deedy
"R.P.M. Academy, Uttar Pradesh",{},deedy
"R.T. Nagar Public School, Karnataka",{},deedy
"R.T.N.E.T. Public School, Karnataka",{},deedy
"R.V.S.R. Central School, Karnataka",{},deedy
"R.g. Academy, Uttar Pradesh",{},deedy
"R.v.s. Academy, Jharkhand",{},deedy
"RVS International School, Uttar Pradesh",{},deedy
"Rabindra Path Bhaban Academy, West Bengal",{},deedy
"Radha Krishna Memorial Education Center, Uttar Pradesh",{},deedy
"Radhakrishna Public School, Karnataka",{},deedy
"Ragendra Swarup Public School, Uttar Pradesh",{},deedy
"Rainbow Residential Public School, Karnataka",{},deedy
"Raj Kumar Academy, Uttar Pradesh",{},deedy
"Raja Ram Mohan Roy Academy, Uttarakhand",{},deedy
"Rajasthan Vidya Mandir, West Bengal",{},deedy
"Rajendra Vidyalaya, Jharkhand",{},deedy
"Rajendra's Nosegay School, Uttar Pradesh",{},deedy
"Rajeshwar Convent Higher Secondary School, Madhya Pradesh",{},deedy
"Rajkumar College, Chattisgarh",{},deedy
"Ram Lal Bhasin Public School, Punjab",{},deedy
"Ram Mohan Mission High School, West Bengal",{},deedy
"Ram Prasad Dav Public School, Kurukeshtra, Haryana","{""DAV""}",deedy
"Rama Global School, Indonesia",{},deedy
"Ramadevi Public School, Andhra Pradesh",{},deedy
"Ramakrishna Mission English School, Jharkhand",{},deedy
"Ramakrishna Mission Lady Indrasingh English School, Jharkhand",{},deedy
"Ramakrishna Vivekananda Int. Eng. High School, Jharkhand",{},deedy
"Ramakrishna Vivekananda International English School, Jharkhand",{},deedy
"Ramakrishna Vivekananda Sarada Vidyapith, Jharkhand",{},deedy
"Ramjidas Bhagwandas Dav Senior Secondary Public School, Bhatinda, Punjab","{""DAV""}",deedy
"Ramniwas Bajaj English High School, Maharashtra",{},deedy
"Rani Laxmi Bai Memorial School, Uttar Pradesh",{},deedy
"Rani Laxmi Bai Public School, Uttar Pradesh",{},deedy
"Rani Laxmibai Public School, Madhya Pradesh",{},deedy
"Rani Matha Public School, Kerala",{},deedy
"Raniganj Lions Jdm Chanani Dav Pub, Burdwan, West Bengal","{""DAV""}",deedy
"Rao Ram Jiwan Singh Dav Public School, Gurgaon, Haryana","{""DAV""}",deedy
"Rashtreeya Vidyalaya Public School, Karnataka",{},deedy
"Rassaz International School, Maharashtra",{},deedy
"Ratnakar North Point School, West Bengal",{},deedy
"Rattan Dai Khosla Dav Model Senior Secondary School, Gurdaspur, Punjab","{""DAV""}",deedy
"Raymond Mem. Higher Secondary School, West Bengal",{},deedy
"Red Carpet High School, Bihar",{},deedy
"Redbricks School, Gujarat",{},deedy
"Redbridge International Academy, Karnataka",{},deedy
"Regency Public School, Uttar Pradesh",{},deedy
"Revel Dale Public School, Punjab",{},deedy
"Rishi Aurobindo Memorial Academy, West Bengal",{},deedy
"Rishi Public School, Haryana",{},deedy
"Rishi Valley School, Andhra Pradesh",{},deedy
"Rishikesh Public School, Uttarakhand",{},deedy
"River View English School, Jharkhand",{},deedy
"Riverdale International Residential School, Maharashtra",{},deedy
"Riverside Academy Inter College, Uttar Pradesh",{},deedy
"Riverside Public School, Tamilnadu",{},deedy
"Rockvale Academy, West Bengal",{},deedy
"Rosary School, Maharashtra",{},deedy
"Rose Bank Edu-Care High School, West Bengal",{},deedy
"Rose Bud School, Bihar",{},deedy
"Rose Bud School, West Bengal",{},deedy
"Royaal World School, Maharashtra",{},deedy
"Royal Academy, West Bengal",{},deedy
"Royal Kids' Convent, Chattisgarh",{},deedy
"Ruchika High School, Odisha",{},deedy
"Ruhiyyih School, West Bengal",{},deedy
"Ryan International School, Gujarat",{},deedy
"Ryan International School, Karnataka",{},deedy
"Ryan International School, Maharashtra",{},deedy
"Ryan International School, Uttar Pradesh",{},deedy
"Ryewood International School, Maharashtra",{},deedy
"S D K L Dav Centenary Public School, Mansa, Punjab","{""DAV""}",deedy
"S F C Convent School, Punjab",{},deedy
"S F Dav Public School, Muzaffarnagar, Uttar Pradesh","{""DAV""}",deedy
"S P M Dav Pub School, Saharanpur, Uttar Pradesh","{""DAV""}",deedy
"S R Dav Public School, Purnea, Bihar","{""DAV""}",deedy
"S. B. Sharma World School, Gujarat",{},deedy
"S. Cadambi Vidya Kendra English Sec. School, Karnataka",{},deedy
"S. D. A. Inter College, Uttarakhand",{},deedy
"S. E. Rly. Mixed High School ( English Medium ), West Bengal",{},deedy
"S. R. Education Centre, Uttar Pradesh",{},deedy
"S.C.B. Medical Public School, Odisha",{},deedy
"S.D.A. English High School, Tamilnadu",{},deedy
"S.D.A. English Residential High School, Kerala",{},deedy
"S.D.A. High School, Maharashtra",{},deedy
"S.D.A. High School, Odisha",{},deedy
"S.D.A. Higher Secondary School, Gujarat",{},deedy
"S.D.A. Higher Secondary School, Kerala",{},deedy
"S.D.A. Senior Secondary School, Jharkhand",{},deedy
"S.D.A. Senior Secondary School, Uttar Pradesh",{},deedy
"S.D.P.S. International Girls School, Indore, Madhya Pradesh","{""DPS"",""Delhi Public School""}",deedy
"S.E. Rly. Mixed Higher Secondary School (English Medium), West Bengal",{},deedy
"S.G.M. Public School, Karnataka",{},deedy
"S.J.R. Kengeri Public School, Karnataka",{},deedy
"S.K.D. Academy, Uttar Pradesh",{},deedy
"S.N. Kansagra School, Gujarat",{},deedy
"S.N.V. International School, Gujarat",{},deedy
"S.R.Dav Public School, Ranchi, Jharkhand","{""DAV""}",deedy
"S.S.B. International School, Karnataka",{},deedy
"S.V.R. Public School, Karnataka",{},deedy
"S.d. Model School For Boys & Girls, Punjab",{},deedy
"S.d.a. High School, Tamilnadu",{},deedy
"S.d.a. Higher Secondary School, Andhra Pradesh",{},deedy
"S.e. Rly. Mixed Higher Secondary School (e.m.), Jharkhand",{},deedy
"S.f.s. Primary School, Karnataka",{},deedy
"S.g.v.p. International School, Gujarat",{},deedy
"S.j. Education Centre, Uttar Pradesh",{},deedy
"S.l. Bajoria Foundation High School, West Bengal",{},deedy
"S.m.s. Memorial Public School, Punjab",{},deedy
"S.s.m. Public School, Karnataka",{},deedy
"Sachkhand Convent School, Punjab",{},deedy
"Sacred Heart Academy, Uttar Pradesh",{},deedy
"Sacred Heart Centenary Academy, Uttar Pradesh",{},deedy
"Sacred Heart Convent High School, Madhya Pradesh",{},deedy
"Sacred Heart Convent Higher Secondary School, Uttar Pradesh",{},deedy
"Sacred Heart Convent School, Andhra Pradesh",{},deedy
"Sacred Heart Convent School, Jharkhand",{},deedy
"Sacred Heart Convent School, Punjab",{},deedy
"Sacred Heart Convent School, Uttar Pradesh",{},deedy
"Sacred Heart Girls' High School, Karnataka",{},deedy
"Sacred Heart High School, Chattisgarh",{},deedy
"Sacred Heart High School, West Bengal",{},deedy
"Sacred Heart International School, Tamilnadu",{},deedy
"Sacred Heart School, Jharkhand",{},deedy
"Sacred Heart School, Kerala",{},deedy
"Sacred Heart School, Odisha",{},deedy
"Sacred Heart School, Punjab",{},deedy
"Sacred Heart School, Uttar Pradesh",{},deedy
"Sacred Heart School, West Bengal",{},deedy
"Sacred Heart Senior Secondary School, Himachal Pradesh",{},deedy
"Sacred Heart Senior Secondary School, Punjab",{},deedy
"Sacred Heart Sr. Sec. School, Himachal Pradesh",{},deedy
"Sadhu Vaswani International School, Maharashtra",{},deedy
"Sagar Nurture International School, Uttar Pradesh",{},deedy
"Saharanpur Public School, Uttar Pradesh",{},deedy
"Saheed Laxman Nayak Public School, Odisha",{},deedy
"Sahyadri School, Karnataka",{},deedy
"Sahyadri School, Maharashtra",{},deedy
"Sai Girls Public School, Uttar Pradesh",{},deedy
"Sai Spurthi D.A.V School, Khammam, Telangana","{""DAV""}",deedy
"Saifee Golden Jubliee English Public School, West Bengal",{},deedy
"Saint Ann College, Uttar Pradesh",{},deedy
"Saint Arnold's School, Odisha",{},deedy
"Saint Lawrence School, Odisha",{},deedy
"Saint Mary's School, Odisha",{},deedy
"Saint Paul's High School, Punjab",{},deedy
"Saint Paul's School, Gujarat",{},deedy
"Saint Paul's School, Rajasthan",{},deedy
"Saint Paul's School, West Bengal",{},deedy
"Salem English School, Chattisgarh",{},deedy
"Salt Lake Point School, West Bengal",{},deedy
"Salt Lake School, West Bengal",{},deedy
"Samaritan School, Andhra Pradesh",{},deedy
"Samskaara Academy, Tamilnadu",{},deedy
"Sandal Wood School, Uttarakhand",{},deedy
"Sandeepani Vidyanikethan, Kerala",{},deedy
"Sandur Girls Residential School, Karnataka",{},deedy
"Sandur Residential School, Karnataka",{},deedy
"Sanjivani International School, Maharashtra",{},deedy
"Sankaramangalam Public School, Kerala",{},deedy
"Sanskar International School, Uttarakhand",{},deedy
"Sanskriti School, New Delhi, Delhi",{},seed
"Sanskriti The Gurukul, Assam",{},deedy
"Sant Baba Gurmukh Singh International School, Punjab",{},deedy
"Sant Baba Hari Singh Model School, Punjab",{},deedy
"Santhi Vidyalaya, Kerala",{},deedy
"Santhome Central School, Kerala",{},deedy
"Santhome Public School, Karnataka",{},deedy
"Santhome School, Maharashtra",{},deedy
"Saptashri Gyanpeeth, West Bengal",{},deedy
"Sapthagiri Public School, Karnataka",{},deedy
"Sarala Birla Academy, Karnataka",{},deedy
"Sardar Patel Public School, Uttar Pradesh",{},deedy
"Sarla Chopra Dav Centenary Public School, Gautam Budh Nagar, Uttar Pradesh","{""DAV""}",deedy
"Sarvangin Vikas Public College, Uttar Pradesh",{},deedy
"Sarvodaya National Public School, Karnataka",{},deedy
"Sarvodaya Vidyalaya, Kerala",{},deedy
"Sarwan Memorial School, West Bengal",{},deedy
"Sas Billabong High School, Maharashtra",{},deedy
"Sat Paul Mittal School, Punjab",{},deedy
"Saupin's School, Haryana",{},deedy
"Savitri Devi D.A.V. Public School, Jamtara, Jharkhand","{""DAV""}",deedy
"Sawan International School, Punjab",{},deedy
"Sayyid Akbar Husayni School, Karnataka",{},deedy
"Sbj Vidya Bhavan, Tamilnadu",{},deedy
"Scholars' Home, Uttar Pradesh",{},deedy
"School Vivekananda, Karnataka",{},deedy
"Scottish High International School, Haryana",{},deedy
"Scs Dav Public School, Haveli Kharagpur, Munger, Bihar","{""DAV""}",deedy
"Sdr School, Tamilnadu",{},deedy
"Secondary Delhi Public School, Gaya, Bihar","{""DPS"",""Delhi Public School""}",deedy
"Seetha Mahalakshmi Dav Public School, Srikakulam, Andhra Pradesh","{""DAV""}",deedy
"Senior Secondary Delhi Public School, Kaimur, Bihar","{""DPS"",""Delhi Public School""}",deedy
"Senior Secondary Delhi Public School, Muzaffarpur, Bihar","{""DPS"",""Delhi Public School""}",deedy
"Senior Secondary Delhi Public School, Saharsa, Saharsa, Bihar","{""DPS"",""Delhi Public School""}",deedy
"Senior Secondary Delhi Public School, Sheohar, Bihar","{""DPS"",""Delhi Public School""}",deedy
"Senior's Radiant Academy, Uttar Pradesh",{},deedy
"Seraphim's Assembly School, West Bengal",{},deedy
"Seshadripuram Public School, Karnataka",{},deedy
"Seth Anandram Jaipuria School, Uttar Pradesh",{},deedy
"Seth Badri Parshad Dav Cent Pub Sch, Fatehabad, Haryana","{""DAV""}",deedy
"Seth Dwarka Prasad Bajaj Education Center, Uttar Pradesh",{},deedy
"Seth M.r. Jaipuria School, Uttar Pradesh",{},deedy
"Seth Ramji Dass Dav Cent Public School, Sirsa, Haryana","{""DAV""}",deedy
"Seven Eleven Scholastic School, Maharashtra",{},deedy
"Seven Oaks School, Uttarakhand",{},deedy
"Seventh - Day Adventist Higher Secondary School, Madhya Pradesh",{},deedy
"Seventh Day Adventist English High School, Maharashtra",{},deedy
"Seventh Day Adventist English High School, Tamilnadu",{},deedy
"Seventh Day Adventist English Medium Residential School, Kerala",{},deedy
"Seventh Day Adventist English Medium School, Kerala",{},deedy
"Seventh Day Adventist English School, Kerala",{},deedy
"Seventh Day Adventist High School, Andhra Pradesh",{},deedy
"Seventh Day Adventist High School, Gujarat",{},deedy
"Seventh Day Adventist High School, Jharkhand",{},deedy
"Seventh Day Adventist High School, Kerala",{},deedy
"Seventh Day Adventist High School, Maharashtra",{},deedy
"Seventh Day Adventist Higher Secondary School, Karnataka",{},deedy
"Seventh Day Adventist Higher Secondary School, Kerala",{},deedy
"Seventh Day Adventist Higher Secondary School, Maharashtra",{},deedy
"Seventh Day Adventist Higher Secondary School, Tamilnadu",{},deedy
"Seventh Day Adventist Inter College, Uttar Pradesh",{},deedy
"Seventh Day Adventist International Academy, Tamilnadu",{},deedy
"Seventh Day Adventist School, Jharkhand",{},deedy
"Seventh Day Adventist School, West Bengal",{},deedy
"Seventh Day Adventist Senior Secondary School, Uttar Pradesh",{},deedy
"Seventh Day Adventist Senior Secondary School, West Bengal",{},deedy
"Seventh Day Adventist Sr. Sec. School, Rajasthan",{},deedy
"Seventh Day Adventists High School, Kerala",{},deedy
"Seventh-Day Adventist Higher Secondary School, Gujarat",{},deedy
"Seventh-Day Adventist Senior Secondary School, Punjab",{},deedy
"Sewa Ram Dav Public School, Saharanpur, Uttar Pradesh","{""DAV""}",deedy
"Shalini Kannada And English Primary School, Karnataka",{},deedy
"Shalom International School, Maharashtra",{},deedy
"Shalom Public School, Kerala",{},deedy
"Shantha Vidyaniketan, Karnataka",{},deedy
"Shanti Bhavan Residential School, Tamilnadu",{},deedy
"Shanti Dhama English Higher Primary School, Karnataka",{},deedy
"Shanti Niketan Public School, Karnataka",{},deedy
"Shantiniketan English Medium School, Andhra Pradesh",{},deedy
"Shantiniketan Trust School, Karnataka",{},deedy
"Sharada Gyan Peeth International School, Maharashtra",{},deedy
"Sharada Mandir School, GOA",{},deedy
"Sharada Residential School, Karnataka",{},deedy
"Sharada Vidyalaya Public School, Karnataka",{},deedy
"Sharath Memorial School, Karnataka",{},deedy
"Shatavisha Public School, West Bengal",{},deedy
"Shaw Public School, West Bengal",{},deedy
"Sheela Rani Tangri Dav Public School, Jullundur, Punjab","{""DAV""}",deedy
"Sheiling House School, Uttar Pradesh",{},deedy
"Shemford Futuristic School, Gujarat",{},deedy
"Sherwood Academy, Uttar Pradesh",{},deedy
"Sherwood College, Uttarakhand",{},deedy
"Sherwood High, Karnataka",{},deedy
"Sherwood Public School, Andhra Pradesh",{},deedy
"Shigally Hill International Academy, Uttarakhand",{},deedy
"Shiksha Greenwoods School, Tamilnadu",{},deedy
"Shiksha The Gurukul, Assam",{},deedy
"Shikshantar Sr. Sec. School, Haryana",{},deedy
"Shillong Public School, Meghalaya",{},deedy
"Shimla Public School, Himachal Pradesh",{},deedy
"Shishuvan English Medium School, Maharashtra",{},deedy
"Shiv Nadar School, Noida, Uttar Pradesh",{},seed
"Shiwalik International School, Uttarakhand",{},deedy
"Shree Bharathi Vidyalaya, Karnataka",{},deedy
"Shree Chandulal Nanavati Vinaymandir, Maharashtra",{},deedy
"Shree Dhanraj Phoolchand Hindi High School, Karnataka",{},deedy
"Shree Mahaveer Jain Vidyalaya, Karnataka",{},deedy
"Shree Mumbadevi Vidya Mandir, Maharashtra",{},deedy
"Shree Nandi Residential Public School, Karnataka",{},deedy
"Shri Balaji International School, Maharashtra",{},deedy
"Shri Bhaidas Dharsibhai Bhuta High School, Maharashtra",{},deedy
"Shri Deochand Sapkale Memorial School, Madhya Pradesh",{},deedy
"Shri Guru Jambheshwar D.A.V. Senior Secondary Public School, Ferozepur, Punjab","{""DAV""}",deedy
"Shri Jagannath Shah Memorial Public School, Uttar Pradesh",{},deedy
"Shri Ram Centennial School, Uttarakhand",{},deedy
"Shri Vivekananda Public School, Karnataka",{},deedy
"Shrunga Vidyalaya, Karnataka",{},deedy
"Siddharth Public School, Jharkhand",{},deedy
"Siddhartha Public School, Uttar Pradesh",{},deedy
"Sidhartha International School, Karnataka",{},deedy
"Siksha Niketan, Odisha",{},deedy
"Silas International School, Karnataka",{},deedy
"Silicon Valley School, Karnataka",{},deedy
"Silver Grove School, Uttar Pradesh",{},deedy
"Silver Oak, Maharashtra",{},deedy
"Simhapuri Public School, Andhra Pradesh",{},deedy
"Singapore International School, Mumbai, Maharashtra",{},seed
"Sir Syed Public School, Uttar Pradesh",{},deedy
"Sishu Griha Montessori And High, Karnataka",{},deedy
"Sishya School, Chennai, Tamil Nadu",{},seed
"Sishya, Tamilnadu",{},deedy
"Sister Nivedita English High School, Jharkhand",{},deedy
"Sister Nivedita Institute, West Bengal",{},deedy
"Sita Ram Dav Public School, Sitamarhi, Bihar","{""DAV""}",deedy
"Siva Sivani Public School, Andhra Pradesh",{},deedy
"Sjbss Public School, Karnataka",{},deedy
"Smt Karam Bai Dav Cent.Pub Sch, Ferozepur, Punjab","{""DAV""}",deedy
"Smt Swaran Lata Sethi Dav Public School, East Delhi, Delhi","{""DAV""}",deedy
"Smt. H. M. Nanavati English High School, Maharashtra",{},deedy
"Smt. Jaidevi Memorial Public School, Uttar Pradesh",{},deedy
"Smt. Lilavatibai Podar High School, Maharashtra",{},deedy
"Smt. Ramdevi Sobhraj Bajaj Arya Vidya Mandir, Maharashtra",{},deedy
"Smt. S.M. Vaghasia English Medium School, Gujarat",{},deedy
"Smt. Sulochanadevi Singhania School, Maharashtra",{},deedy
"Sona Valliappaa Public School, Karnataka",{},deedy
"Sophia Girls' School, Uttar Pradesh",{},deedy
"Sophia High School, Karnataka",{},deedy
"Sophia High School, Rajasthan",{},deedy
"Sophia International Academy, Kerala",{},deedy
"Sophia International Public School, Kerala",{},deedy
"South City International School, West Bengal",{},deedy
"South City Public School, Uttar Pradesh",{},deedy
"South Delhi Public School, South Delhi, Delhi","{""DPS"",""Delhi Public School""}",deedy
"South East Asian International School, Karnataka",{},deedy
"South End Centre (e.m.) School, West Bengal",{},deedy
"Spicer Higher Secondary School, Maharashtra",{},deedy
"Splendour High School, West Bengal",{},deedy
"Sprawling Buds School, Jammu & Kashmir",{},deedy
"Spring Dale College, Uttar Pradesh",{},deedy
"Spring Dale School, Uttar Pradesh",{},deedy
"Spring Dales Public School, Andhra Pradesh",{},deedy
"Springdale Academy, West Bengal",{},deedy
"Springdales School, New Delhi, Delhi",{},seed
"Springer Public School, Uttar Pradesh",{},deedy
"Springfield School, Rajasthan",{},deedy
"Springfields College, Uttar Pradesh",{},deedy
"Spurthy Global School, Karnataka",{},deedy
"Sree Pragnaa Gurukula School, Karnataka",{},deedy
"Sree Rama Vidyalaya, Karnataka",{},deedy
"Sree Simhapuri Day School, Andhra Pradesh",{},deedy
"Sreenidhi International School, Andhra Pradesh",{},deedy
"Sreepuram English Medium High School & Junior College, Kerala",{},deedy
"Sri Atmananda Memorial School, Kerala",{},deedy
"Sri Aurobindo Institute Of Education, West Bengal",{},deedy
"Sri Aurobindo International School, Andhra Pradesh",{},deedy
"Sri Aurobindo Vidyabhawan, West Bengal",{},deedy
"Sri Aurobindo's Rourkela School, Odisha",{},deedy
"Sri Guru Harkrishan Public School, Punjab",{},deedy
"Sri K.V. English School, Karnataka",{},deedy
"Sri Kalaivani International School, Tamilnadu",{},deedy
"Sri Krishna International School, Karnataka",{},deedy
"Sri Kumaran Public School, Karnataka",{},deedy
"Sri R.V. School, Karnataka",{},deedy
"Sri Ram Krishan Dav Public School, Giridih, Jharkhand","{""DAV""}",deedy
"Sri Ram Narayan Singh Memorial High School, West Bengal",{},deedy
"Sri Ramakrishna Sharadadevi Vidya Mandira, Karnataka",{},deedy
"Sri Sai Public School, Andhra Pradesh",{},deedy
"Sri Sathya Sai Gurukulam E.M. School, Andhra Pradesh",{},deedy
"Sri Siddhi Vinayaka Residential School, Karnataka",{},deedy
"Sri Sri Academy, West Bengal",{},deedy
"Sri Sri Ravishankar Vidya Mandir, Maharashtra",{},deedy
"Sri Taralabalu School, Karnataka",{},deedy
"Sri Vani Education Centre, Karnataka",{},deedy
"Sri Vani Public School, Karnataka",{},deedy
"Sri Venu Central School, Karnataka",{},deedy
